"","X.2","X.1","X","id","Age","Gender","Ethnicity","Ethnic_Origin","Education","ethicalQuestionsRiskSum","financialQuestionsRiskSum","healthAndSafetyQuestionsRiskSum","recreationalQuestionsRiskSum","socialQuestionsRiskSum","ethicalQuestionsBenefitSum","financialQuestionsBenefitSum","healthAndSafetyQuestionsBenefitSum","recreationalQuestionsBenefitSum","socialQuestionsBenefitSum","ethicalQuestionsPerceptionSum","financialQuestionsPerceptionSum","healthAndSafetyQuestionsPerceptionSum","recreationalQuestionsPerceptionSum","socialQuestionsPerceptionSum","dominance_Sum","leadership_Sum","prestige_Sum","PNI_Sum","grandiosity_Sum","vulnerability_Sum","cse_Sum","devaluing_Sum","entitlement_rage_Sum","hts_Sum","exploitativeness_Sum","grandiose_fantasy_Sum","ssse_Sum","ethicalPreference","financialPreference","socialPreference","healthAndSafetyPreference","recreationalPreference","ethicalPreference_z","socialPreference_z","recreationalPreference_z","healthAndSafetyPreference_z","financialPreference_z","riskPerceptionSum_z","riskSum_z","generalRiskPreference","generalExpectedBenefits","generalPerceievedRisk","riskBenefitSum","riskSum","riskPerceptionSum","generalRiskPreference_z","generalExpectedBenefits_z","generalPerceievedRisk_z","UMSSum","UMSIntimacySum","UMSAffiliationSum","UMSSum_z","UMSAffiliationSum_z","UMSIntimacySum_z","PNI_Sum_z","grandiosity_Sum_z","vulnerability_Sum_z","cse_Sum_z","devaluing_Sum_z","entitlement_rage_Sum_z","hts_Sum_z","exploitativeness_Sum_z","grandiose_fantasy_Sum_z","ssse_Sum_z","dominance_Sum_pre","prestige_Sum_pre","leadership_Sum_pre"
"152",152,152,29399,5240756,49,2,1,3,5,0.0351347216344602,0.448073977020271,-0.800504891981969,-0.388939426247108,0.182064717902612,0.0351347216344602,0.448073977020271,-0.800504891981969,-0.388939426247108,0.182064717902612,0.0351347216344602,0.448073977020271,-0.800504891981969,-0.388939426247108,0.182064717902612,-1.35735364439665,-1.09777972897,0.375341474734761,69,37,32,7,4,10,11,13,20,4,26,52,40,20,28,0.0351347216344602,0.182064717902612,-0.388939426247108,-0.800504891981969,0.448073977020271,-0.354645908832726,-0.139827720440391,18.2713751058838,43.8805303706383,-25.6091552647545,83,95,123,0.0554665841618672,-0.0975508306666363,0.354645908832729,49,38,11,-0.064908025677832,-0.80701371762651,0.209459154628705,-1.33753537008552,-0.917095030826148,-1.3418847652669,-0.63803382907795,-1.87118746240413,-0.507639139298823,-1.29259038149581,-0.148077021245304,0.756708327832247,-2.89798045540431,9,26,16
"153",153,153,29586,5155668,37,1,3,5,5,-0.574101351507079,0.608338060385194,-1.02402751399432,-1.40893483627809,-1.11711314564936,-0.574101351507079,0.608338060385194,-1.02402751399432,-1.40893483627809,-1.11711314564936,-0.574101351507079,0.608338060385194,-1.02402751399432,-1.40893483627809,-1.11711314564936,-0.471856571641274,-1.09777972897,-1.91929419484563,90,39,51,4,17,12,18,7,16,16,20,54,28,18,18,-0.574101351507079,-1.11711314564936,-1.40893483627809,-1.02402751399432,0.608338060385194,0.0410786766987715,-0.302553403154242,9.2042037478628,36.4789951273981,-27.2747913795353,69,92,131,-0.775128357041369,-0.911346007733084,-0.0410786766987701,40,29,11,-1.06387710726388,-0.80701371762651,-1.02873007534689,-0.355262601323537,-0.7052321500038,-0.0631119006225839,-1.45033240442389,1.04948195855653,-0.0735926562888825,0.0161735533220193,-1.62374112951747,-0.0992161604007057,0.102078117533644,14,15,16
"154",154,154,29773,2714443,41,1,2,8,5,-1.18333742464862,1.24939439384489,-0.353459647957256,-0.388939426247108,1.26471293752925,-1.18333742464862,1.24939439384489,-0.353459647957256,-0.388939426247108,1.26471293752925,-1.18333742464862,1.24939439384489,-0.353459647957256,-0.388939426247108,1.26471293752925,-0.294757157090199,0.613020196165394,-2.54510392291301,54,23,31,3,9,6,13,12,7,4,14,62,50,24,28,-1.18333742464862,1.26471293752925,-0.388939426247108,-0.353459647957256,1.24939439384489,1.82183931159051,-0.194069614678341,12.2824630074067,47.0526169034555,-34.7701538960488,89,94,167,-0.493145534865256,0.25121853093327,-1.82183931159051,42,31,11,-0.841883978022533,-0.80701371762651,-0.753576913130092,-2.03915877634407,-2.40013519658258,-1.40918860024818,-1.72109859620587,-0.747853069726953,-1.3757321053187,-0.918657828690715,-0.394021039290664,-2.02504625892485,-2.89798045540431,15,12,25
"155",155,155,29960,5108962,22,1,4,7,3,-0.371022660459899,0.127545810290423,-0.800504891981969,0.223057819771481,1.26471293752925,-0.371022660459899,0.127545810290423,-0.800504891981969,0.223057819771481,1.26471293752925,-0.371022660459899,0.127545810290423,-0.800504891981969,0.223057819771481,1.26471293752925,-1.0031548152945,-0.147335326117005,-0.0418650106434924,83,48,35,5,8,17,5,11,17,20,22,48,50,20,34,-0.371022660459899,1.26471293752925,0.223057819771481,-0.800504891981969,0.127545810290423,0.832527847761767,1.21621963550837,15.3891911167529,45.9952547258498,-30.6060636090969,87,120,147,-0.208554834036141,0.134962077066635,-0.832527847761766,49,37,12,-0.064908025677832,-0.424046616815243,0.0718825735203052,-0.68268685757753,0.248150813696764,-1.13997326032306,-1.17956621264191,-0.972519948262389,1.01152355123597,-2.41438803991109,-0.639965057336025,0.114764961657532,1.10209764184629,11,24,21
"156",156,156,30147,7000214,25,2,1,3,4,1.6597642500119,1.40965847720981,0.0935855960674572,-0.796937590259501,-0.900583501724031,1.6597642500119,1.40965847720981,0.0935855960674572,-0.796937590259501,-0.900583501724031,1.6597642500119,1.40965847720981,0.0935855960674572,-0.796937590259501,-0.900583501724031,-1.18025422984558,-2.2383130123936,-1.08488122408913,69,37,32,5,6,9,12,11,11,15,42,64,30,28,24,1.6597642500119,-0.900583501724031,-0.796937590259501,0.0935855960674572,1.40965847720981,-1.6407508118101,1.10773584703247,29.5001844557529,49.6960223474699,-20.195837891717,94,118,97,1.08407758901361,0.541859665599859,1.6407508118101,40,29,11,-1.06387710726388,-0.80701371762651,-1.02873007534689,-1.33753537008552,-0.917095030826148,-1.3418847652669,-1.17956621264191,-1.42185370533326,-0.724662380803793,-1.10562410509326,-0.639965057336025,-1.1691217706919,-0.147926763544518,10,19,10
"157",157,157,30334,4596768,19,1,2,5,4,-0.167943969412719,-0.513510523169271,0.317108218079814,0.223057819771481,-0.467524213873374,-0.167943969412719,-0.513510523169271,0.317108218079814,0.223057819771481,-0.467524213873374,-0.167943969412719,-0.513510523169271,0.317108218079814,0.223057819771481,-0.467524213873374,-1.35735364439665,-1.09777972897,-1.91929419484563,93,37,56,12,12,6,26,10,11,16,24,40,34,30,34,-0.167943969412719,-0.467524213873374,0.223057819771481,0.317108218079814,-0.513510523169271,-0.057852469684103,-0.139827720440391,15.9647858421925,42.8231681930326,-26.8583823508401,81,95,129,-0.155827688131876,-0.213807284533271,0.0578524696841043,50,38,12,0.0460885389428395,-0.424046616815243,0.209459154628705,-0.214937920071826,-0.917095030826148,0.273407274283814,0.715797129831944,-0.0738524341206452,-1.3757321053187,1.51190376454239,-0.885909075381385,-1.1691217706919,0.102078117533644,9,15,16
"158",158,158,30702,5125207,48,1,1,3,4,-1.18333742464862,-0.673774606534195,-1.02402751399432,0.0190587377652848,0.182064717902612,-1.18333742464862,-0.673774606534195,-1.02402751399432,0.0190587377652848,0.182064717902612,-1.18333742464862,-0.673774606534195,-1.02402751399432,0.0190587377652848,0.182064717902612,-1.18025422984558,-0.907690848399404,-0.250468253332619,60,30,30,5,6,7,12,10,13,7,14,38,40,18,32,-1.18333742464862,0.182064717902612,0.0190587377652848,-1.02402751399432,-0.673774606534195,0.634665554996019,-0.356795297392192,7.76311175329737,37.5363573050039,-29.7732455517065,71,91,143,-0.907139066140373,-0.795089553866448,-0.634665554996017,52,38,14,0.268081668184183,0.34188758480729,0.209459154628705,-1.75850941384065,-1.65861511370436,-1.47649243522946,-1.17956621264191,-1.42185370533326,-1.15870886381373,-1.10562410509326,-0.885909075381385,-0.74115952657542,-2.14796581216982,10,23,17
"159",159,159,30889,7758040,50,1,1,3,4,-1.18333742464862,-0.994302773264042,-1.02402751399432,-0.592938508253304,-0.467524213873374,-1.18333742464862,-0.994302773264042,-1.02402751399432,-0.592938508253304,-0.467524213873374,-1.18333742464862,-0.994302773264042,-1.02402751399432,-0.592938508253304,-0.467524213873374,-1.7115524734988,0.993197957306594,-0.0418650106434924,62,38,24,6,4,5,9,11,13,14,14,34,34,18,26,-1.18333742464862,-0.467524213873374,-0.592938508253304,-1.02402751399432,-0.994302773264042,0.931458994144642,-1.92981023029275,2.28443595678882,33.3069085945809,-31.0224726377921,63,62,149,-1.4090111739226,-1.26011536933299,-0.93145899414464,62,47,15,1.3780473143909,0.724854685618557,1.4476483846043,-1.66495962633951,-0.811163590414974,-1.88031544511713,-0.908800020859929,-1.87118746240413,-1.59275534682367,-1.6665229343009,-0.639965057336025,-0.74115952657542,-0.397931644622681,7,24,27
"160",160,160,31076,6708843,30,1,1,3,3,2.87823639629498,1.40965847720981,3.89347017027752,1.65105139381486,0.831653649678597,2.87823639629498,1.40965847720981,3.89347017027752,1.65105139381486,0.831653649678597,2.87823639629498,1.40965847720981,3.89347017027752,1.65105139381486,0.831653649678597,1.12203815931841,0.422931315594795,-0.459071496021746,119,52,67,14,15,15,23,18,17,17,54,64,46,62,48,2.87823639629498,0.831653649678597,1.65105139381486,3.89347017027752,1.40965847720981,0.733596701378893,0.999252058556565,42.2396545855917,72.4293091659934,-30.1896545804017,137,116,145,2.25107212630041,3.04137342373252,-0.733596701378891,49,37,12,-0.064908025677832,-0.424046616815243,0.0718825735203052,1.00120931744301,0.671876575341459,1.01374945907789,1.2573295133959,0.600148201485662,0.577477068226028,0.951004935334753,1.0816430689815,0.114764961657532,0.352082998611807,23,22,24
"161",161,161,31263,6884693,27,2,1,3,5,0.23821341268164,-0.0327182730745002,-0.576982269969612,-1.20493575427189,-1.11711314564936,0.23821341268164,-0.0327182730745002,-0.576982269969612,-1.20493575427189,-1.11711314564936,0.23821341268164,-0.0327182730745002,-0.576982269969612,-1.20493575427189,-1.11711314564936,0.236541086563028,1.37337571844779,1.41835768818039,65,45,20,4,4,6,6,17,13,15,28,46,28,22,20,0.23821341268164,-1.11711314564936,-1.20493575427189,-0.576982269969612,-0.0327182730745002,-1.04716393351285,0.131381750749361,15.3707463299186,38.0650383938067,-22.6942920638882,72,100,109,-0.210244462039325,-0.736961326933131,1.04716393351285,50,36,14,0.0460885389428395,0.34188758480729,-0.0656940075880943,-1.5246349450878,-0.0696435075367576,-2.14953078504225,-1.45033240442389,-1.87118746240413,-1.3757321053187,-2.22742176350854,0.835699050936138,-0.74115952657542,-0.147926763544518,18,31,29
"162",162,162,31450,1187790,21,3,1,3,4,2.26900032315344,0.928866227115042,0.764153462104526,0.0190587377652848,1.48124258145458,2.26900032315344,0.928866227115042,0.764153462104526,0.0190587377652848,1.48124258145458,2.26900032315344,0.928866227115042,0.764153462104526,0.0190587377652848,1.48124258145458,-1.0031548152945,-0.337424206687605,-0.250468253332619,102,51,51,8,9,11,23,15,20,16,48,58,52,34,32,2.26900032315344,1.48124258145458,0.0190587377652848,0.764153462104526,0.928866227115042,-0.552508201598475,-0.0855858262024407,34.4359447385574,59.2122819459216,-24.7763372073641,112,96,119,1.53621611822126,1.58816775039958,0.552508201598477,44,34,10,-0.61989084878119,-1.18998081843778,-0.340847169804893,0.206036123683309,0.565945134930285,-0.0631119006225839,-0.367267637295971,-0.747853069726953,-0.290615897793853,0.951004935334753,0.343811014845417,0.756708327832247,0.102078117533644,11,23,20
"163",163,163,31637,4927009,26,2,1,3,5,1.45668555896472,1.24939439384489,0.54063084009217,-0.184940344240912,-1.33364278957469,1.45668555896472,1.24939439384489,0.54063084009217,-0.184940344240912,-1.33364278957469,1.45668555896472,1.24939439384489,0.54063084009217,-0.184940344240912,-1.33364278957469,0.413640501114104,0.422931315594795,-0.250468253332619,107,50,57,9,14,16,18,19,16,15,40,62,26,32,30,1.45668555896472,-1.33364278957469,-0.184940344240912,0.54063084009217,1.24939439384489,-0.206249189258415,0.945010164318615,23.9909346284754,50.2247034362728,-26.2337688077973,95,115,126,0.579404758240042,0.599987892533176,0.206249189258416,47,35,12,-0.286901154919175,-0.424046616815243,-0.203270588696494,0.439910592436161,0.460013694519111,0.340711109265094,-0.0965014455139923,0.375481322950227,0.794500309730998,0.0161735533220193,1.32758708702686,-0.0992161604007057,-0.147926763544518,19,23,24
"164",164,164,31824,1422910,36,2,1,3,6,0.23821341268164,0.768602143750118,0.54063084009217,-0.592938508253304,-0.0344649260227169,0.23821341268164,0.768602143750118,0.54063084009217,-0.592938508253304,-0.0344649260227169,0.23821341268164,0.768602143750118,0.54063084009217,-0.592938508253304,-0.0344649260227169,-0.471856571641274,-0.337424206687605,-0.250468253332619,95,50,45,9,11,8,17,13,18,19,28,56,38,32,26,0.23821341268164,-0.0344649260227169,-0.592938508253304,0.54063084009217,0.768602143750118,-1.14609507989572,0.999252058556565,25.3034149570654,47.5812979922584,-22.277883035193,90,116,107,0.69963404235865,0.309346757866588,1.14609507989572,55,40,15,0.601071362046197,0.724854685618557,0.484612316845504,-0.121388132570685,0.460013694519111,-0.466934910510262,-0.0965014455139923,-0.298519312656081,-0.941685622308764,-0.170792723080527,-0.148077021245304,0.328746083715771,0.852092760768132,14,23,20
"165",165,165,32011,3433339,23,1,1,3,3,-0.371022660459899,0.287809893655347,-0.576982269969612,-0.592938508253304,-0.0344649260227169,-0.371022660459899,0.287809893655347,-0.576982269969612,-0.592938508253304,-0.0344649260227169,-0.371022660459899,0.287809893655347,-0.576982269969612,-0.592938508253304,-0.0344649260227169,-1.35735364439665,1.18328683787719,-0.0418650106434924,67,30,37,3,15,7,12,13,6,11,22,50,38,22,26,-0.371022660459899,-0.0344649260227169,-0.592938508253304,-0.576982269969612,0.287809893655347,-0.601973774789913,-0.139827720440391,17.1976733224103,41.7658060154268,-24.5681326930165,79,95,118,-0.0428894779991362,-0.330063738399907,0.601973774789914,48,36,12,-0.175904590298504,-0.424046616815243,-0.0656940075880943,-1.43108515758666,-1.65861511370436,-1.0053655903605,-1.72109859620587,0.600148201485662,-1.15870886381373,-1.10562410509326,-0.148077021245304,-2.23902738098309,-1.14794628785717,9,24,28
"166",166,166,32198,9646764,28,1,1,3,4,-0.574101351507079,-0.834038689899118,-0.576982269969612,0.0190587377652848,0.831653649678597,-0.574101351507079,-0.834038689899118,-0.576982269969612,0.0190587377652848,0.831653649678597,-0.574101351507079,-0.834038689899118,-0.576982269969612,0.0190587377652848,0.831653649678597,-0.471856571641274,-2.048224131823,-0.876277981399999,98,38,60,13,9,15,23,6,18,14,20,36,46,22,32,-0.574101351507079,0.831653649678597,0.0190587377652848,-0.576982269969612,-0.834038689899118,0.0410786766987715,-0.736488557057844,13.9623335470886,41.237124926624,-27.2747913795353,78,84,131,-0.339261603808645,-0.388191965333225,-0.0410786766987701,46,33,13,-0.397897719539847,-0.0410795160039764,-0.478423750913293,0.0189365486810267,-0.811163590414974,0.542622614208933,0.986563321613923,-0.747853069726953,0.577477068226028,0.951004935334753,-1.86968514756283,0.328746083715771,-0.397931644622681,14,20,11
"167",167,167,32385,1316702,37,1,1,3,4,0.23821341268164,-0.0327182730745002,-0.353459647957256,-0.184940344240912,-0.0344649260227169,0.23821341268164,-0.0327182730745002,-0.353459647957256,-0.184940344240912,-0.0344649260227169,0.23821341268164,-0.0327182730745002,-0.353459647957256,-0.184940344240912,-0.0344649260227169,-1.18025422984558,-0.907690848399404,-0.250468253332619,70,32,38,4,11,6,17,9,8,15,28,46,38,24,30,0.23821341268164,-0.0344649260227169,-0.184940344240912,-0.353459647957256,-0.0327182730745002,0.0410786766987715,0.294107433463211,16.605738991103,43.8805303706383,-27.2747913795353,83,103,131,-0.097113407568243,-0.0975508306666363,-0.0410786766987701,48,37,11,-0.175904590298504,-0.80701371762651,0.0718825735203052,-1.29076047633495,-1.44675223288202,-0.938061755379219,-1.45033240442389,-0.298519312656081,-1.3757321053187,-0.170792723080527,-1.13185309342675,-1.81106513686661,-0.147926763544518,10,23,17
"168",168,168,32572,4802934,31,2,1,3,5,0.44129210372882,-0.353246439804347,-0.800504891981969,-1.40893483627809,0.39859436182794,0.44129210372882,-0.353246439804347,-0.800504891981969,-1.40893483627809,0.39859436182794,0.44129210372882,-0.353246439804347,-0.800504891981969,-1.40893483627809,0.39859436182794,2.89303230482916,0.232842435024195,0.792547960113014,136,52,84,13,19,24,28,16,22,14,30,42,42,20,18,0.44129210372882,0.39859436182794,-1.40893483627809,-0.800504891981969,-0.353246439804347,1.12932128691039,-0.736488557057844,8.32447205383575,40.1797627490182,-31.8552906951825,76,84,153,-0.855715859562608,-0.50444841919986,-1.12932128691039,48,36,12,-0.175904590298504,-0.424046616815243,-0.0656940075880943,1.7963825112027,0.671876575341459,2.15791465375964,0.986563321613923,1.49881571562741,2.53068624177076,1.88583631734749,0.589755032890778,1.18467057194872,-0.397931644622681,33,28,23
"169",169,169,32759,3979043,21,2,1,3,4,-0.371022660459899,0.287809893655347,-1.02402751399432,1.24305322980246,-0.900583501724031,-0.371022660459899,0.287809893655347,-1.02402751399432,1.24305322980246,-0.900583501724031,-0.371022660459899,0.287809893655347,-1.02402751399432,1.24305322980246,-0.900583501724031,0.0594416720119528,0.232842435024195,1.00115120280214,82,41,41,6,12,9,14,9,18,14,22,50,30,18,44,-0.371022660459899,-0.900583501724031,1.24305322980246,-1.02402751399432,0.287809893655347,0.931458994144642,-1.1161818167235,12.3293766440434,43.3518492818354,-31.0224726377921,82,77,149,-0.488848028209071,-0.155679057599954,-0.93145899414464,57,40,17,0.82306449128754,1.49078888724109,0.484612316845504,-0.729461751328101,-0.493369269181453,-0.73615025043538,-0.908800020859929,-0.0738524341206452,-0.724662380803793,-0.731691552288168,-1.13185309342675,0.328746083715771,-0.397931644622681,17,29,23
"170",170,170,32946,6739030,50,2,1,3,4,0.0351347216344602,0.127545810290423,0.764153462104526,-0.184940344240912,-0.900583501724031,0.0351347216344602,0.127545810290423,0.764153462104526,-0.184940344240912,-0.900583501724031,0.0351347216344602,0.127545810290423,0.764153462104526,-0.184940344240912,-0.900583501724031,0.767839330216256,0.613020196165394,0.792547960113014,125,57,68,13,17,16,22,16,20,21,26,48,30,34,30,0.0351347216344602,-0.900583501724031,-0.184940344240912,0.764153462104526,0.127545810290423,-0.503042628407038,0.945010164318615,19.4246697377294,44.4092114594412,-24.9845417217117,84,115,120,0.161113720308739,-0.0394226037333188,0.50304262840704,64,48,16,1.60004044363224,1.10782178642982,1.5852249657127,1.28185867994643,1.20153377739733,1.08105329405917,0.986563321613923,1.04948195855653,0.794500309730998,0.764038658932206,0.589755032890778,0.756708327832247,1.35210252292446,21,28,25
"171",171,171,33133,1054295,19,2,1,3,4,0.44129210372882,-0.0327182730745002,-0.129937025944899,1.24305322980246,-0.467524213873374,0.44129210372882,-0.0327182730745002,-0.129937025944899,1.24305322980246,-0.467524213873374,0.44129210372882,-0.0327182730745002,-0.129937025944899,1.24305322980246,-0.467524213873374,1.29913757386948,-0.907690848399404,-0.667674738710872,103,44,59,13,15,14,17,15,15,14,30,46,34,26,44,0.44129210372882,-0.467524213873374,1.24305322980246,-0.129937025944899,-0.0327182730745002,-0.453577055215601,1.75863857788787,22.3885517561991,47.5812979922584,-25.1927462360593,90,130,121,0.432619056830958,0.309346757866588,0.453577055215603,46,37,9,-0.397897719539847,-1.57294791924904,0.0718825735203052,0.252811017433879,-0.175574947947931,0.475318779227653,0.986563321613923,0.600148201485662,0.360453826721058,-0.170792723080527,0.343811014845417,-0.313197282458944,-0.397931644622681,24,21,17
"172",172,172,33320,6694423,31,1,3,5,2,-1.18333742464862,0.287809893655347,-0.800504891981969,0.631055983783874,1.04818329360393,-1.18333742464862,0.287809893655347,-0.800504891981969,0.631055983783874,1.04818329360393,-1.18333742464862,0.287809893655347,-0.800504891981969,0.631055983783874,1.04818329360393,-0.471856571641274,0.993197957306594,1.41835768818039,143,62,81,15,20,21,25,18,23,21,14,50,48,20,38,-1.18333742464862,1.04818329360393,0.631055983783874,-0.800504891981969,0.287809893655347,0.43680326223027,0.0228979622734599,15.997465053928,44.9378925482441,-28.9404274943161,85,98,139,-0.152834120802192,0.0187056231999995,-0.436803262230268,57,42,15,0.82306449128754,0.724854685618557,0.759765479062303,2.1238067674567,1.7311909794532,1.95600314881581,1.52809570517788,1.72348259416284,1.87961651725585,1.32493748813985,1.0816430689815,1.39865169400696,1.35210252292446,14,31,27
"173",173,173,33507,4047239,55,2,7,4,5,-1.18333742464862,-1.47509502335881,-1.02402751399432,-1.61293391828429,-0.684053857798703,-1.18333742464862,-1.47509502335881,-1.02402751399432,-1.61293391828429,-0.684053857798703,-1.18333742464862,-1.47509502335881,-1.02402751399432,-1.61293391828429,-0.684053857798703,-0.64895598619235,-0.147335326117005,0.375341474734761,58,27,31,5,6,13,7,8,4,15,14,28,32,18,16,-1.18333742464862,-0.684053857798703,-1.61293391828429,-1.02402751399432,-1.47509502335881,1.77237373839908,-1.7670845475789,-6.01317058634619,28.548778795355,-34.5619493817012,54,65,166,-2.16911040958181,-1.78326941173285,-1.77237373839907,43,33,10,-0.730887413401861,-1.18998081843778,-0.478423750913293,-1.85205920134179,-1.97640943493789,-1.40918860024818,-1.17956621264191,-1.42185370533326,0.143430585216088,-2.040455487106,-1.37779711147211,-2.66698962509956,-0.147926763544518,13,26,21
"174",174,174,33694,4972833,23,2,1,3,3,0.0351347216344602,1.24939439384489,-0.353459647957256,-0.388939426247108,-1.98323172135067,0.0351347216344602,1.24939439384489,-0.353459647957256,-0.388939426247108,-1.98323172135067,0.0351347216344602,1.24939439384489,-0.353459647957256,-0.388939426247108,-1.98323172135067,-0.294757157090199,-1.4779574901112,-0.876277981399999,95,43,52,11,13,11,17,7,20,16,26,62,20,24,28,0.0351347216344602,-1.98323172135067,-0.388939426247108,-0.353459647957256,1.24939439384489,-0.305180335641289,-0.194069614678341,16.4771273251276,42.2944871042297,-25.8173597791021,80,94,124,-0.108894832548638,-0.271935511466589,0.305180335641291,36,25,11,-1.50786336574656,-0.80701371762651,-1.57903639978049,-0.121388132570685,-0.281506388359105,0.00419193435869577,0.445030938049965,0.150814444414791,-0.290615897793853,-0.170792723080527,-1.62374112951747,0.756708327832247,0.102078117533644,15,20,14
"175",175,175,33881,7968336,39,1,1,2,4,-0.777180042554259,-0.192982356439424,-0.353459647957256,-1.0009366722657,-0.0344649260227169,-0.777180042554259,-0.192982356439424,-0.353459647957256,-1.0009366722657,-0.0344649260227169,-0.777180042554259,-0.192982356439424,-0.353459647957256,-1.0009366722657,-0.0344649260227169,-1.18025422984558,0.0427535544535949,0.792547960113014,74,32,42,5,15,10,12,12,7,13,18,44,38,24,22,-0.777180042554259,-0.0344649260227169,-1.0009366722657,-0.353459647957256,-0.192982356439424,1.03039014052752,-1.17042371096145,7.15483781612233,38.5937194826096,-31.4388816664873,73,76,151,-0.962859779374322,-0.678833099999813,-1.03039014052751,55,44,11,0.601071362046197,-0.80701371762651,1.0349186412791,-1.10366090133266,-1.44675223288202,-0.668846415454101,-1.17956621264191,0.600148201485662,-0.507639139298823,-1.10562410509326,-0.394021039290664,-2.02504625892485,-0.647936525700844,10,28,22
"176",176,176,34068,3558474,22,1,1,8,4,-1.18333742464862,-0.353246439804347,-1.02402751399432,-0.796937590259501,-0.0344649260227169,-1.18333742464862,-0.353246439804347,-1.02402751399432,-0.796937590259501,-0.0344649260227169,-1.18333742464862,-0.353246439804347,-1.02402751399432,-0.796937590259501,-0.0344649260227169,-1.0031548152945,-0.337424206687605,-0.459071496021746,59,30,29,5,9,7,8,10,10,10,14,42,38,18,24,-1.18333742464862,-0.0344649260227169,-0.796937590259501,-1.02402751399432,-0.353246439804347,-0.948232787129973,0.348349327701162,12.8396129460119,35.9503140385952,-23.1107010925834,68,104,111,-0.442108016964175,-0.969474234666402,0.948232787129975,75,58,17,2.82100265445963,1.49078888724109,2.96099077679669,-1.80528430759122,-1.65861511370436,-1.54379627021074,-1.17956621264191,-0.747853069726953,-1.15870886381373,-1.85348921070345,-0.885909075381385,-1.38310289275013,-1.39795116893533,11,22,20
"177",177,177,34255,7228242,49,2,1,3,3,-0.777180042554259,-1.47509502335881,-1.02402751399432,-1.0009366722657,-0.684053857798703,-0.777180042554259,-1.47509502335881,-1.02402751399432,-1.0009366722657,-0.684053857798703,-0.777180042554259,-1.47509502335881,-1.02402751399432,-1.0009366722657,-0.684053857798703,-1.0031548152945,-1.6680463706818,-0.459071496021746,109,48,61,11,14,12,24,11,19,18,18,28,32,18,22,-0.777180042554259,-0.684053857798703,-1.0009366722657,-1.02402751399432,-1.47509502335881,0.0410786766987715,-0.790730451295794,3.91739285983409,31.1921842393694,-27.2747913795353,59,83,131,-1.25942474952217,-1.49262827706626,-0.0410786766987701,59,44,15,1.04505762052888,0.724854685618557,1.0349186412791,0.533460379937302,0.248150813696764,0.609926449190213,0.445030938049965,0.375481322950227,-0.0735926562888825,1.1379712117373,-0.639965057336025,0.542727205774009,0.60208787968997,11,22,13
"178",178,178,34442,5044378,33,2,1,8,3,1.25360686791754,-0.673774606534195,0.54063084009217,-0.388939426247108,-0.0344649260227169,1.25360686791754,-0.673774606534195,0.54063084009217,-0.388939426247108,-0.0344649260227169,1.25360686791754,-0.673774606534195,0.54063084009217,-0.388939426247108,-0.0344649260227169,0.413640501114104,-0.147335326117005,-0.459071496021746,128,57,71,14,18,17,22,18,20,19,38,38,38,32,28,1.25360686791754,-0.0344649260227169,-0.388939426247108,0.54063084009217,-0.673774606534195,-0.305180335641289,0.185623644987311,20.1778949467477,45.9952547258498,-25.8173597791021,87,101,124,0.230112642187925,0.134962077066635,0.305180335641291,42,33,9,-0.841883978022533,-1.57294791924904,-0.478423750913293,1.42218336119814,1.20153377739733,1.28296479900301,1.2573295133959,1.27414883709197,1.01152355123597,0.764038658932206,1.0816430689815,0.756708327832247,0.852092760768132,19,22,21
"179",179,179,34629,5185865,22,1,1,3,4,-0.371022660459899,-0.353246439804347,-0.129937025944899,0.427056901777677,0.39859436182794,-0.371022660459899,-0.353246439804347,-0.129937025944899,0.427056901777677,0.39859436182794,-0.371022660459899,-0.353246439804347,-0.129937025944899,0.427056901777677,0.39859436182794,-0.117657742539123,0.422931315594795,-0.0418650106434924,109,53,56,10,16,9,21,16,20,17,22,42,42,26,36,-0.371022660459899,0.39859436182794,0.427056901777677,-0.129937025944899,-0.353246439804347,-1.04716393351285,1.97560615483967,21.714919395553,44.4092114594412,-22.6942920638882,84,134,109,0.37091120893764,-0.0394226037333188,1.04716393351285,54,40,14,0.490074797425526,0.34188758480729,0.484612316845504,0.533460379937302,0.777808015752633,0.273407274283814,0.174264746267987,0.824815080021098,-0.724662380803793,0.57707238252966,0.589755032890778,0.756708327832247,0.352082998611807,16,24,24
"180",180,180,34816,9635455,29,2,4,7,5,1.25360686791754,2.37124297739935,-0.353459647957256,-0.796937590259501,0.182064717902612,1.25360686791754,2.37124297739935,-0.353459647957256,-0.796937590259501,0.182064717902612,1.25360686791754,2.37124297739935,-0.353459647957256,-0.796937590259501,0.182064717902612,-0.826055400743426,1.56346459901839,2.46137390162603,141,59,82,13,24,24,21,21,16,22,38,76,40,24,24,1.25360686791754,0.182064717902612,-0.796937590259501,-0.353459647957256,2.37124297739935,0.486268835421707,-1.17042371096145,24.2481579604263,53.39678996909,-29.1486320086637,101,76,140,0.602967608200832,0.948757254133082,-0.486268835421705,65,47,18,1.71103700825291,1.87375598805236,1.4476483846043,2.03025697995556,1.41339665821968,2.02330698379708,0.986563321613923,2.62215010830458,2.53068624177076,0.57707238252966,1.81947512311758,-0.0992161604007057,1.60210740400262,12,36,30
