"","X.2","X.1","X","id","Age","Gender","Ethnicity","Ethnic_Origin","Education","ethicalQuestionsRiskSum","financialQuestionsRiskSum","healthAndSafetyQuestionsRiskSum","recreationalQuestionsRiskSum","socialQuestionsRiskSum","ethicalQuestionsBenefitSum","financialQuestionsBenefitSum","healthAndSafetyQuestionsBenefitSum","recreationalQuestionsBenefitSum","socialQuestionsBenefitSum","ethicalQuestionsPerceptionSum","financialQuestionsPerceptionSum","healthAndSafetyQuestionsPerceptionSum","recreationalQuestionsPerceptionSum","socialQuestionsPerceptionSum","dominance_Sum","leadership_Sum","prestige_Sum","PNI_Sum","grandiosity_Sum","vulnerability_Sum","cse_Sum","devaluing_Sum","entitlement_rage_Sum","hts_Sum","exploitativeness_Sum","grandiose_fantasy_Sum","ssse_Sum","ethicalPreference","financialPreference","socialPreference","healthAndSafetyPreference","recreationalPreference","ethicalPreference_z","socialPreference_z","recreationalPreference_z","healthAndSafetyPreference_z","financialPreference_z","riskPerceptionSum_z","riskSum_z","generalRiskPreference","generalExpectedBenefits","generalPerceievedRisk","riskBenefitSum","riskSum","riskPerceptionSum","generalRiskPreference_z","generalExpectedBenefits_z","generalPerceievedRisk_z","UMSSum","UMSIntimacySum","UMSAffiliationSum","UMSSum_z","UMSAffiliationSum_z","UMSIntimacySum_z","PNI_Sum_z","grandiosity_Sum_z","vulnerability_Sum_z","cse_Sum_z","devaluing_Sum_z","entitlement_rage_Sum_z","hts_Sum_z","exploitativeness_Sum_z","grandiose_fantasy_Sum_z","ssse_Sum_z","dominance_Sum_pre","prestige_Sum_pre","leadership_Sum_pre"
"85",85,85,16489,3431845,39,1,1,3,4,-0.574101351507079,0.928866227115042,-0.353459647957256,-0.592938508253304,1.04818329360393,-0.574101351507079,0.928866227115042,-0.353459647957256,-0.592938508253304,1.04818329360393,-0.574101351507079,0.928866227115042,-0.353459647957256,-0.592938508253304,1.04818329360393,-1.18025422984558,-0.337424206687605,-0.0418650106434924,79,46,33,3,11,6,13,9,22,15,20,58,48,24,26,-0.574101351507079,1.04818329360393,-0.592938508253304,-0.353459647957256,0.928866227115042,0.585199981804581,-0.519520980106043,16.9588947772938,46.5239358146527,-29.5650410373589,88,88,142,-0.064762699956742,0.193090303999952,-0.58519998180458,51,37,14,0.157085103563511,0.34188758480729,0.0718825735203052,-0.869786432579812,0.0362879328744161,-1.27458093028562,-1.72109859620587,-0.298519312656081,-1.3757321053187,-0.918657828690715,-1.13185309342675,1.18467057194872,-0.147926763544518,10,24,20
"86",86,86,16676,3215487,23,3,1,8,4,1.05052817687036,-1.63535910672374,-0.129937025944899,-0.184940344240912,1.91430186930524,1.05052817687036,-1.63535910672374,-0.129937025944899,-0.184940344240912,1.91430186930524,1.05052817687036,-1.63535910672374,-0.129937025944899,-0.184940344240912,1.91430186930524,0.944938744767331,0.993197957306594,0.375341474734761,97,49,48,9,9,9,21,16,20,13,36,26,56,26,30,1.05052817687036,1.91430186930524,-0.184940344240912,-0.129937025944899,-1.63535910672374,-1.73968195819297,-0.0855858262024407,26.215825862828,45.9952547258498,-19.7794288630218,87,96,95,0.783215112209574,0.134962077066635,1.73968195819297,53,41,12,0.379078232804854,-0.424046616815243,0.622188897953903,-0.0278383450695438,0.354082254107937,-0.265023405566423,-0.0965014455139923,-0.747853069726953,-0.724662380803793,0.57707238252966,0.589755032890778,0.756708327832247,-0.647936525700844,22,26,27
"87",87,87,16863,8901599,42,1,1,3,3,-0.980258733601438,-0.353246439804347,-1.02402751399432,-1.61293391828429,0.831653649678597,-0.980258733601438,-0.353246439804347,-1.02402751399432,-1.61293391828429,0.831653649678597,-0.980258733601438,-0.353246439804347,-1.02402751399432,-1.61293391828429,0.831653649678597,0.236541086563028,1.94364236015959,1.20975444549127,128,55,73,16,17,18,22,16,17,22,16,42,46,18,16,-0.980258733601438,0.831653649678597,-1.61293391828429,-1.02402751399432,-0.353246439804347,0.832527847761767,-1.658600759103,5.87293151830124,36.4789951273981,-30.6060636090969,69,67,147,-1.08028834050159,-0.911346007733084,-0.832527847761766,60,43,17,1.15605418514956,1.49078888724109,0.897342060170702,1.42218336119814,0.98967089657498,1.41757246896557,1.79886189695986,1.04948195855653,1.22854679274094,0.764038658932206,0.589755032890778,0.114764961657532,1.60210740400262,18,30,32
"88",88,88,17050,2478747,26,3,1,3,4,-0.371022660459899,-0.673774606534195,-0.353459647957256,-0.184940344240912,1.26471293752925,-0.371022660459899,-0.673774606534195,-0.353459647957256,-0.184940344240912,1.26471293752925,-0.371022660459899,-0.673774606534195,-0.353459647957256,-0.184940344240912,1.26471293752925,-0.117657742539123,-0.527513087258205,0.375341474734761,102,56,46,8,7,12,19,20,20,16,22,38,50,24,30,-0.371022660459899,1.26471293752925,-0.184940344240912,-0.353459647957256,-0.673774606534195,0.733596701378893,-0.0855858262024407,13.1621947014338,43.3518492818354,-30.1896545804017,82,96,145,-0.412558032344016,-0.155679057599954,-0.733596701378891,55,40,15,0.601071362046197,0.724854685618557,0.484612316845504,0.206036123683309,1.09560233698615,-0.399631075528982,-0.367267637295971,-1.19718682679782,-0.0735926562888825,0.203139829724566,1.57353110507222,0.756708327832247,0.102078117533644,16,26,19
"89",89,89,17237,1443968,25,1,1,3,4,2.06592163210626,0.127545810290423,1.4347213281416,0.83505506579007,0.39859436182794,2.06592163210626,0.127545810290423,1.4347213281416,0.83505506579007,0.39859436182794,2.06592163210626,0.127545810290423,1.4347213281416,0.83505506579007,0.39859436182794,-0.471856571641274,0.803109076735994,1.00115120280214,107,46,61,12,14,17,18,10,19,17,46,48,42,40,40,2.06592163210626,0.39859436182794,0.83505506579007,1.4347213281416,0.127545810290423,-0.898767213938536,1.16197774127042,33.7786519837791,57.0975575907101,-23.318905606931,108,119,112,1.47600505399278,1.35565484266631,0.898767213938538,61,45,16,1.26705074977023,1.10782178642982,1.1724952223875,0.439910592436161,0.0362879328744161,0.609926449190213,0.715797129831944,0.375481322950227,1.01152355123597,0.0161735533220193,-0.885909075381385,0.542727205774009,0.352082998611807,14,29,26
"90",90,90,17424,8086837,55,2,1,3,4,-0.574101351507079,-0.673774606534195,-1.02402751399432,-1.20493575427189,-0.684053857798703,-0.574101351507079,-0.673774606534195,-1.02402751399432,-1.20493575427189,-0.684053857798703,-0.574101351507079,-0.673774606534195,-1.02402751399432,-1.20493575427189,-0.684053857798703,-0.117657742539123,0.803109076735994,0.583944717423888,88,56,32,8,4,8,12,19,19,18,20,38,32,18,20,-0.574101351507079,-0.684053857798703,-1.20493575427189,-1.02402751399432,-0.673774606534195,-2.23433769010734,0.945010164318615,16.1382059638379,33.8355896833838,-17.6973837195458,64,115,85,-0.139941600833639,-1.20198714239967,2.23433769010734,57,44,13,0.82306449128754,-0.0410795160039764,1.0349186412791,-0.448812388824678,1.09560233698615,-1.3418847652669,-0.367267637295971,-1.87118746240413,-0.941685622308764,-1.10562410509326,1.32758708702686,0.542727205774009,0.60208787968997,16,27,26
"91",91,91,17611,5808133,23,2,4,7,7,-0.980258733601438,-0.513510523169271,0.317108218079814,-0.388939426247108,-0.467524213873374,-0.980258733601438,-0.513510523169271,0.317108218079814,-0.388939426247108,-0.467524213873374,-0.980258733601438,-0.513510523169271,0.317108218079814,-0.388939426247108,-0.467524213873374,0.413640501114104,1.56346459901839,-0.667674738710872,90,46,44,6,7,13,18,19,16,11,16,40,34,30,28,-0.980258733601438,-0.467524213873374,-0.388939426247108,0.317108218079814,-0.513510523169271,0.288406542655958,0.0228979622734599,10.8065866201392,39.1224005714125,-28.3158139512733,74,98,136,-0.628342655632286,-0.620704873066496,-0.288406542655956,51,38,13,0.157085103563511,-0.0410795160039764,0.209459154628705,-0.355262601323537,0.0362879328744161,-0.534238745491541,-0.908800020859929,-1.19718682679782,0.143430585216088,0.0161735533220193,1.32758708702686,-0.0992161604007057,-1.14794628785717,19,21,30
"92",92,92,17798,9768645,44,2,1,3,3,-0.371022660459899,-0.0327182730745002,-0.800504891981969,-0.388939426247108,-1.33364278957469,-0.371022660459899,-0.0327182730745002,-0.800504891981969,-0.388939426247108,-1.33364278957469,-0.371022660459899,-0.0327182730745002,-0.800504891981969,-0.388939426247108,-1.33364278957469,-1.53445305894773,-1.4779574901112,-0.0418650106434924,59,33,26,3,4,4,15,6,17,10,22,46,26,20,28,-0.371022660459899,-1.33364278957469,-0.388939426247108,-0.800504891981969,-0.0327182730745002,0.387337689038832,-0.736488557057844,8.80413432503536,37.5363573050039,-28.7322229799685,71,84,138,-0.811776571309054,-0.795089553866448,-0.38733768903883,46,34,12,-0.397897719539847,-0.424046616815243,-0.340847169804893,-1.80528430759122,-1.34082079247084,-1.74570777515458,-1.72109859620587,-1.87118746240413,-1.80977858832864,-0.544725275885621,-1.86968514756283,0.114764961657532,-1.39795116893533,8,24,14
"93",93,93,17985,5202939,31,1,4,7,4,-0.574101351507079,-0.513510523169271,-1.02402751399432,-1.81693300029048,-0.0344649260227169,-0.574101351507079,-0.513510523169271,-1.02402751399432,-1.81693300029048,-0.0344649260227169,-0.574101351507079,-0.513510523169271,-1.02402751399432,-1.81693300029048,-0.0344649260227169,-1.18025422984558,-1.2878686095406,-0.876277981399999,100,45,55,4,17,11,23,11,19,15,20,40,38,18,14,-0.574101351507079,-0.0344649260227169,-1.81693300029048,-1.02402751399432,-0.513510523169271,1.72290816520764,-0.736488557057844,0.0105259048329884,34.3642707721866,-34.3537448673536,65,84,165,-1.61731187888666,-1.14385891546635,-1.72290816520764,46,32,14,-0.397897719539847,0.34188758480729,-0.616000332021692,0.112486336182168,-0.0696435075367576,0.206103439302535,-1.45033240442389,1.04948195855653,-0.290615897793853,0.951004935334753,-0.639965057336025,0.542727205774009,-0.147926763544518,10,20,15
"94",94,94,18172,7742360,23,2,1,3,5,-0.371022660459899,0.608338060385194,0.987676084116883,0.0190587377652848,-0.0344649260227169,-0.371022660459899,0.608338060385194,0.987676084116883,0.0190587377652848,-0.0344649260227169,-0.371022660459899,0.608338060385194,0.987676084116883,0.0190587377652848,-0.0344649260227169,0.767839330216256,0.422931315594795,0.583944717423888,96,46,50,11,12,14,13,15,14,17,22,54,38,36,32,-0.371022660459899,-0.0344649260227169,0.0190587377652848,0.987676084116883,0.608338060385194,-1.49235409223578,1.05349395279452,27.2895276463015,48.1099790810613,-20.8204514347598,91,117,100,0.881571174370577,0.367474984799905,1.49235409223579,52,37,15,0.268081668184183,0.724854685618557,0.0718825735203052,-0.0746132388201143,0.0362879328744161,-0.130415735603864,0.445030938049965,-0.0738524341206452,0.360453826721058,-0.918657828690715,0.343811014845417,-0.527178404517182,0.352082998611807,21,27,24
"95",95,95,18359,2478617,33,2,4,7,2,-1.18333742464862,1.40965847720981,-0.129937025944899,-1.61293391828429,-0.0344649260227169,-1.18333742464862,1.40965847720981,-0.129937025944899,-1.61293391828429,-0.0344649260227169,-1.18333742464862,1.40965847720981,-0.129937025944899,-1.61293391828429,-0.0344649260227169,1.12203815931841,0.803109076735994,1.62696093086952,126,53,73,8,21,14,30,21,21,11,14,64,38,26,16,-1.18333742464862,-0.0344649260227169,-1.61293391828429,-0.129937025944899,1.40965847720981,0.288406542655958,1.70439668364992,13.4499920641535,41.7658060154268,-28.3158139512733,79,129,136,-0.386194459391883,-0.330063738399907,-0.288406542655956,64,46,18,1.60004044363224,1.87375598805236,1.3100718034959,1.328633573697,0.777808015752633,1.41757246896557,-0.367267637295971,1.94814947269828,0.360453826721058,2.25976887015258,1.81947512311758,0.970689449890485,-1.14794628785717,23,32,26
"96",96,96,18546,8565541,41,1,4,7,4,-0.371022660459899,-1.15456685662897,-0.800504891981969,-1.61293391828429,-1.98323172135067,-0.371022660459899,-1.15456685662897,-0.800504891981969,-1.61293391828429,-1.98323172135067,-0.371022660459899,-1.15456685662897,-0.800504891981969,-1.61293391828429,-1.98323172135067,-1.53445305894773,-0.717601967828805,-1.29348446677825,67,32,35,6,8,5,16,8,12,12,22,32,20,20,16,-0.371022660459899,-1.98323172135067,-1.61293391828429,-0.800504891981969,-1.15456685662897,-0.552508201598475,0.185623644987311,4.30112267679378,29.0774598841579,-24.7763372073641,55,101,119,-1.22427331891933,-1.72514118479953,0.552508201598477,44,34,10,-0.61989084878119,-1.18998081843778,-0.340847169804893,-1.43108515758666,-1.44675223288202,-1.13997326032306,-0.908800020859929,-0.972519948262389,-1.59275534682367,-0.357758999483074,-1.37779711147211,-0.955140648633658,-0.897941406779006,8,18,18
"97",97,97,18733,8305749,21,2,1,3,3,-0.574101351507079,-1.47509502335881,-1.02402751399432,-0.796937590259501,0.39859436182794,-0.574101351507079,-1.47509502335881,-1.02402751399432,-0.796937590259501,0.39859436182794,-0.574101351507079,-1.47509502335881,-1.02402751399432,-0.796937590259501,0.39859436182794,-1.88865188804988,1.18328683787719,-0.459071496021746,123,51,72,10,20,20,22,17,18,16,20,28,42,18,24,-0.574101351507079,0.39859436182794,-0.796937590259501,-1.02402751399432,-1.47509502335881,2.26702947031345,-0.682246662819894,-1.75104266418771,34.8929518609895,-36.6439945251772,66,85,176,-1.77867972826748,-1.08573068853304,-2.26702947031345,36,24,12,-1.50786336574656,-0.424046616815243,-1.71661298088889,1.18830889244529,0.565945134930285,1.35026863398429,0.174264746267987,1.72348259416284,1.66259327575088,0.764038658932206,0.835699050936138,0.328746083715771,0.102078117533644,6,22,28
"98",98,98,18920,3206058,24,1,1,2,4,1.86284294105908,0.608338060385194,0.317108218079814,-1.81693300029048,1.69777222537991,1.86284294105908,0.608338060385194,0.317108218079814,-1.81693300029048,1.69777222537991,1.86284294105908,0.608338060385194,0.317108218079814,-1.81693300029048,1.69777222537991,-1.88865188804988,-2.6184907735348,-1.50208770946738,90,36,54,8,16,10,20,4,16,16,44,54,54,30,14,1.86284294105908,1.69777222537991,-1.81693300029048,0.317108218079814,0.608338060385194,2.26702947031345,-1.06193992248555,15.1667521775042,51.8107467026814,-36.6439945251772,98,78,176,-0.228931272328905,0.774372573333129,-2.26702947031345,56,40,16,0.712067926666869,1.10782178642982,0.484612316845504,-0.355262601323537,-1.02302647123732,0.138799604321255,-0.367267637295971,0.824815080021098,-0.507639139298823,0.390106106127113,-2.36157318365355,-0.0992161604007057,0.102078117533644,6,17,8
"99",99,99,19294,5118134,22,1,4,2,4,1.25360686791754,1.24939439384489,-0.353459647957256,0.427056901777677,0.615124005753269,1.25360686791754,1.24939439384489,-0.353459647957256,0.427056901777677,0.615124005753269,1.25360686791754,1.24939439384489,-0.353459647957256,0.427056901777677,0.615124005753269,-0.64895598619235,0.232842435024195,-1.50208770946738,84,49,35,3,10,8,14,17,16,16,38,62,44,24,36,1.25360686791754,0.615124005753269,0.427056901777677,-0.353459647957256,1.24939439384489,-0.00838689649266573,0.890768270080665,26.8588841927051,53.9254710578929,-27.0665868651877,102,114,130,0.84212223711155,1.0068854810664,0.00838689649266752,51,34,17,0.157085103563511,1.49078888724109,-0.340847169804893,-0.63591196382696,0.354082254107937,-1.13997326032306,-1.72109859620587,-0.523186191191517,-0.941685622308764,-0.731691552288168,0.835699050936138,-0.0992161604007057,0.102078117533644,13,17,23
"100",100,100,19481,4609473,26,2,1,3,5,1.45668555896472,0.608338060385194,0.317108218079814,1.03905414779627,1.04818329360393,1.45668555896472,0.608338060385194,0.317108218079814,1.03905414779627,1.04818329360393,1.45668555896472,0.608338060385194,0.317108218079814,1.03905414779627,1.04818329360393,1.12203815931841,0.613020196165394,0.583944717423888,95,50,45,8,8,13,16,19,16,15,40,54,48,30,42,1.45668555896472,1.04818329360393,1.03905414779627,0.317108218079814,0.608338060385194,-0.65143934798135,-0.194069614678341,32.2089483232383,56.5688765019072,-24.3599281786689,107,94,117,1.33221291991338,1.29752661573299,0.651439347981352,49,35,14,-0.064908025677832,0.34188758480729,-0.203270588696494,-0.121388132570685,0.460013694519111,-0.466934910510262,-0.367267637295971,-0.972519948262389,0.143430585216088,-0.357758999483074,1.32758708702686,-0.0992161604007057,-0.147926763544518,23,27,25
"101",101,101,19668,1236121,20,1,4,7,2,0.0351347216344602,0.127545810290423,-0.800504891981969,-0.796937590259501,-1.11711314564936,0.0351347216344602,0.127545810290423,-0.800504891981969,-0.796937590259501,-1.11711314564936,0.0351347216344602,0.127545810290423,-0.800504891981969,-0.796937590259501,-1.11711314564936,-0.64895598619235,-0.907690848399404,-0.250468253332619,95,43,52,12,12,10,18,11,20,12,26,48,28,20,24,0.0351347216344602,-1.11711314564936,-0.796937590259501,-0.800504891981969,0.127545810290423,0.23894096946452,1.10773584703247,10.4861100456839,38.5937194826096,-28.1076094369257,73,118,135,-0.657699795914102,-0.678833099999813,-0.238940969464519,40,28,12,-1.06387710726388,-0.424046616815243,-1.16630665645529,-0.121388132570685,-0.281506388359105,0.00419193435869577,0.715797129831944,-0.0738524341206452,-0.507639139298823,0.0161735533220193,-0.639965057336025,0.756708327832247,-0.897941406779006,13,23,17
"102",102,102,19855,5495471,44,2,1,3,4,-1.18333742464862,-1.15456685662897,-1.02402751399432,-1.81693300029048,-2.41629100920133,-1.18333742464862,-1.15456685662897,-1.02402751399432,-1.81693300029048,-2.41629100920133,-1.18333742464862,-1.15456685662897,-1.02402751399432,-1.81693300029048,-2.41629100920133,0.413640501114104,-1.8581352512524,-1.50208770946738,86,27,59,8,11,16,24,9,4,14,14,32,16,18,14,-1.18333742464862,-2.41629100920133,-1.81693300029048,-1.02402751399432,-1.15456685662897,-0.255714762449852,-0.411037191630142,-1.17755311971478,24.848011173735,-26.0255642934497,47,90,125,-1.72614542670156,-2.19016700026607,0.255714762449854,34,27,7,-1.72985649498791,-2.33888212087158,-1.30388323756369,-0.542362176325819,-1.97640943493789,0.475318779227653,-0.367267637295971,-0.298519312656081,0.794500309730998,1.1379712117373,-1.13185309342675,-2.66698962509956,-0.397931644622681,19,17,12
"103",103,103,20042,3362277,37,2,1,3,4,0.0351347216344602,-0.353246439804347,-0.129937025944899,0.83505506579007,-1.76670207742535,0.0351347216344602,-0.353246439804347,-0.129937025944899,0.83505506579007,-1.76670207742535,0.0351347216344602,-0.353246439804347,-0.129937025944899,0.83505506579007,-1.76670207742535,0.0594416720119528,-0.337424206687605,-1.08488122408913,72,38,34,5,6,9,14,13,11,14,26,42,22,26,40,0.0351347216344602,-1.76670207742535,0.83505506579007,-0.129937025944899,-0.353246439804347,-0.799836067555662,0.402591221939112,17.5018102909978,41.237124926624,-23.7353146356261,78,105,114,-0.0150291213821613,-0.388191965333225,0.799836067555664,41,31,10,-0.952880542643205,-1.18998081843778,-0.753576913130092,-1.19721068883381,-0.811163590414974,-1.20727709530434,-1.17956621264191,-1.42185370533326,-0.724662380803793,-0.731691552288168,-0.148077021245304,-1.1691217706919,-0.397931644622681,17,19,20
"104",104,104,20229,4106903,68,2,1,2,4,-0.980258733601438,-1.47509502335881,-0.800504891981969,-1.61293391828429,-0.250994569948045,-0.980258733601438,-1.47509502335881,-0.800504891981969,-1.61293391828429,-0.250994569948045,-0.980258733601438,-1.47509502335881,-0.800504891981969,-1.61293391828429,-0.250994569948045,-0.294757157090199,0.803109076735994,-1.29348446677825,93,50,43,11,7,7,18,18,15,17,16,28,36,20,16,-0.980258733601438,-0.250994569948045,-1.61293391828429,-0.800504891981969,-1.47509502335881,0.78306227457033,-1.82132644181685,0.265644055817248,30.6635031505665,-30.3978590947493,58,64,146,-1.59394187326421,-1.55075650399958,-0.783062274570329,45,29,16,-0.508894284160518,1.10782178642982,-1.02873007534689,-0.214937920071826,0.460013694519111,-0.601542580472821,0.445030938049965,-1.19718682679782,-1.15870886381373,0.0161735533220193,1.0816430689815,-0.313197282458944,0.352082998611807,15,18,26
"105",105,105,20416,2746585,20,2,1,3,3,1.86284294105908,0.287809893655347,0.987676084116883,0.83505506579007,0.39859436182794,1.86284294105908,0.287809893655347,0.987676084116883,0.83505506579007,0.39859436182794,1.86284294105908,0.287809893655347,0.987676084116883,0.83505506579007,0.39859436182794,1.65333640297163,-0.147335326117005,0.375341474734761,109,47,62,12,18,12,20,17,13,17,44,50,42,36,40,1.86284294105908,0.39859436182794,0.83505506579007,0.987676084116883,0.287809893655347,-0.898767213938536,1.05349395279452,32.7212898061734,56.0401954131043,-23.318905606931,106,117,112,1.37914577549662,1.23939838879967,0.898767213938538,63,45,18,1.48904387901157,1.87375598805236,1.1724952223875,0.533460379937302,0.14221937328559,0.677230284171492,0.715797129831944,1.27414883709197,-0.0735926562888825,0.390106106127113,0.835699050936138,-0.74115952657542,0.352082998611807,26,26,21
